date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:45:46	136/136	---M-Z	200	added ('OK')	text/plain	etag:%22cb-627b9155f1e6f-gzip%22	https://bleau.info/robots.txt		(from )
19:45:47	13273/13273	---M-Z	200	added ('OK')	text/html	etag:W/%228d88fcc0370947e839078e8a0f07327d-gzip%22	https://bleau.info/	./bleau.info/index.html	(from )
19:45:47	7209/7209	---M--	200	added ('OK')	image/png	etag:%2267443ead-1c29%22	https://bleau.info/favicon-152.png	./bleau.info/favicon-152.png	(from https://bleau.info/)
19:45:48	178378/178378	---M-Z	200	added ('OK')	text/css	etag:%22676561bd-6f86%22	https://bleau.info/assets/application-76fcff443701170569e4b5f16dc2cc45b0c208a236474c507e9e3bd2d734d0e9.css	./bleau.info/assets/application-76fcff443701170569e4b5f16dc2cc45b0c208a236474c507e9e3bd2d734d0e9.css	(from https://bleau.info/)
19:45:49	324419/324419	---M-Z	200	added ('OK')	application/javascript	etag:%2267443ead-18375%22	https://bleau.info/assets/application-35c1740e64b44fec28b0eeb108bdff2df415952acf1db54e7ee0f8e0febf8d33.js	./bleau.info/assets/application-35c1740e64b44fec28b0eeb108bdff2df415952acf1db54e7ee0f8e0febf8d33.js	(from https://bleau.info/)
19:45:51	1434/1434	---MCZ	200	added ('OK')	image/png	etag:W/%225d03575b-59a%22	https://bleau.info/assets/favicon-32-7148ae030955f150ba5b5e2b3a1e41089c75221961e3b0c9daf8ec91523cbdeb.png	./bleau.info/assets/favicon-32-7148ae030955f150ba5b5e2b3a1e41089c75221961e3b0c9daf8ec91523cbdeb.png	(from https://bleau.info/)
19:45:51	13514/13514	---M-Z	200	added ('OK')	text/html	etag:W/%225b48726c2571e5b3ab89f255590622b6-gzip%22	https://bleau.info/?locale=fr	./bleau.info/indexf9ce.html	(from https://bleau.info/)
19:45:51	13273/13273	---M-Z	200	added ('OK')	text/html	etag:W/%226f0349bc4f502a75e85eeb1562c71a74-gzip%22	https://bleau.info/?locale=en	./bleau.info/index7038.html	(from https://bleau.info/)
19:45:51	104016/104016	---M-Z	200	added ('OK')	text/html	etag:W/%22b18f3496c04183c994f6c33897a380f4-gzip%22	https://bleau.info/areas_by_region	./bleau.info/areas_by_region.html	(from https://bleau.info/)
19:45:53	53631/53631	---M-Z	200	added ('OK')	text/html	etag:W/%22b1ecd97773e05392d49891e9c123b6d1-gzip%22	https://bleau.info/map	./bleau.info/map.html	(from https://bleau.info/)
19:45:54	31685/31685	---M-Z	200	added ('OK')	text/html	etag:W/%225eb0efd8001c432fa0a65c200d7cd35f-gzip%22	https://bleau.info/advanced-search	./bleau.info/advanced-search.html	(from https://bleau.info/)
19:45:54	280/280	---MCZ	200	added ('OK')	image/gif	etag:W/%225649973b-118%22	https://bleau.info/assets/french-08f7dc57e6c0e020cf8744c41841ec2744b0390d792d43cb1dae62259ae358e9.gif	./bleau.info/assets/french-08f7dc57e6c0e020cf8744c41841ec2744b0390d792d43cb1dae62259ae358e9.gif	(from https://bleau.info/)
19:45:56	1034/1034	---MCZ	200	added ('OK')	image/gif	etag:W/%225649973b-40a%22	https://bleau.info/assets/english-86f81edb2cafecff2d282e0033ec675ad4ac7693abe83f741d12ea73aff3180a.gif	./bleau.info/assets/english-86f81edb2cafecff2d282e0033ec675ad4ac7693abe83f741d12ea73aff3180a.gif	(from https://bleau.info/)
19:45:56	6824/6824	---M-Z	200	added ('OK')	text/html	etag:W/%22d2de6696edb4c3e5fbe5fd13daf9692d-gzip%22	https://bleau.info/login	./bleau.info/login.html	(from https://bleau.info/)
19:45:57	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2023%20Jun%202025%2017:45:57%20GMT	http://bleau.info/about	./bleau.info/about.a.delayed	(from https://bleau.info/)
19:45:58	9008/9008	---M-Z	200	added ('OK')	text/html	etag:W/%22cde9bf8da8979709897165996e120cb6-gzip%22	https://bleau.info/about	./bleau.info/about.html	(from https://bleau.info/)
19:45:59	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2023%20Jun%202025%2017:45:59%20GMT	http://bleau.info/contribute	./bleau.info/contribute	(from https://bleau.info/)
19:46:00	7808/7808	---M-Z	200	added ('OK')	text/html	etag:W/%22c6d55504e7aab0c3ef36ad3defe90ba8-gzip%22	https://bleau.info/contribute	./bleau.info/contribute.html	(from https://bleau.info/)
19:46:01	8946/8946	---M-Z	200	added ('OK')	text/html	etag:W/%22f10bc195626c80ab5eda5f097b8db43f-gzip%22	https://bleau.info/new_problems	./bleau.info/new_problems.html	(from https://bleau.info/)
19:46:02	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2023%20Jun%202025%2017:46:02%20GMT	http://bleau.info/ethics	./bleau.info/ethics	(from https://bleau.info/)
19:46:03	10654/10654	---M-Z	200	added ('OK')	text/html	etag:W/%22fad8ca0f0b440bff504670cbd72b5f2e-gzip%22	https://bleau.info/ethics	./bleau.info/ethics.html	(from https://bleau.info/)
19:46:04	9368/9368	---M-Z	200	added ('OK')	text/html	etag:W/%22b6ca33a15f7ddd3677e2515e325b7186-gzip%22	https://bleau.info/sponsoring	./bleau.info/sponsoring.html	(from https://bleau.info/)
19:46:05	11703/11703	---M-Z	200	added ('OK')	text/html	etag:W/%22e8b17f4f8437db9770ec2ec3c63b0ef7-gzip%22	https://bleau.info/marlanval/313933.html	./bleau.info/marlanval/313933.html	(from https://bleau.info/)
19:46:06	62976/62976	---M-Z	200	added ('OK')	text/html	etag:W/%22d73588dbd8d5faf312815b44eb2663a6-gzip%22	https://bleau.info/marlanval	./bleau.info/marlanval.html	(from https://bleau.info/)
19:46:07	7585/7585	---M-Z	200	added ('OK')	text/html	etag:W/%225d2b1beb4c2ffe8cb7dfdc9a01cb84b7-gzip%22	https://bleau.info/pyrenees/313284.html	./bleau.info/pyrenees/313284.html	(from https://bleau.info/)
19:46:08	73498/73498	---M-Z	200	added ('OK')	text/html	etag:W/%222d9334a6c902df72e3cc01c9bc7bc9f8-gzip%22	https://bleau.info/pyrenees	./bleau.info/pyrenees.html	(from https://bleau.info/)
19:46:09	11228/11228	---M-Z	200	added ('OK')	text/html	etag:W/%22815530a149019c169e3100ab46da5567-gzip%22	https://bleau.info/videlles_abbatoir/313228.html	./bleau.info/videlles_abbatoir/313228.html	(from https://bleau.info/)
19:46:11	91430/91430	---M-Z	200	added ('OK')	text/html	etag:W/%2219e669cb94df3167fb78c53b3064d1d9-gzip%22	https://bleau.info/videlles_abbatoir	./bleau.info/videlles_abbatoir.html	(from https://bleau.info/)
19:46:12	14432/14432	---M-Z	200	added ('OK')	text/html	etag:W/%22cf251c9d92e44cd8a2a323455b7f4b7f-gzip%22	https://bleau.info/portesdesert/312942.html	./bleau.info/portesdesert/312942.html	(from https://bleau.info/)
19:46:12	122582/122582	---M-Z	200	added ('OK')	text/html	etag:W/%224d8f7454d9016bfba5155408a70b84da-gzip%22	https://bleau.info/portesdesert	./bleau.info/portesdesert.html	(from https://bleau.info/)
19:46:13	8621/8621	---M-Z	200	added ('OK')	text/html	etag:W/%225cacd78a05362b3bf4c33cf659872aa5-gzip%22	https://bleau.info/sarrazin/312875.html	./bleau.info/sarrazin/312875.html	(from https://bleau.info/)
19:46:15	182265/182265	---M-Z	200	added ('OK')	text/html	etag:W/%22a4e92ac72f88bd8ee2c99eb17277fb46-gzip%22	https://bleau.info/sarrazin	./bleau.info/sarrazin.html	(from https://bleau.info/)
19:46:15	9228/9228	---M-Z	200	added ('OK')	text/html	etag:W/%22960f72c9fa0a175150d06151b8d6e11c-gzip%22	https://bleau.info/apremont/312501.html	./bleau.info/apremont/312501.html	(from https://bleau.info/)
19:46:16	174188/174188	---M-Z	200	added ('OK')	text/html	etag:W/%2227c2fae6c278752923c277897a18ade1-gzip%22	https://bleau.info/apremont	./bleau.info/apremont.html	(from https://bleau.info/)
19:46:17	12603/12603	---M-Z	200	added ('OK')	text/html	etag:W/%2277a446944e67f288327374209330a578-gzip%22	https://bleau.info/bouligny/312531.html	./bleau.info/bouligny/312531.html	(from https://bleau.info/)
19:46:19	161987/161987	---M-Z	200	added ('OK')	text/html	etag:W/%22a6acfda536a67a22ad278d65fee35064-gzip%22	https://bleau.info/bouligny	./bleau.info/bouligny.html	(from https://bleau.info/)
19:46:21	14895/14895	---M-Z	200	added ('OK')	text/html	etag:W/%226b32f43df2fa1dee31c8914aefb57087-gzip%22	https://bleau.info/meyer/312502.html	./bleau.info/meyer/312502.html	(from https://bleau.info/)
19:46:22	126277/126277	---M-Z	200	added ('OK')	text/html	etag:W/%2291b1e57703a2d0bd5e14853cf9203ae5-gzip%22	https://bleau.info/meyer	./bleau.info/meyer.html	(from https://bleau.info/)
19:46:22	13313/13313	---M-Z	200	added ('OK')	text/html	etag:W/%22e19d5fb8e24b0014260bfe1e49597e17-gzip%22	https://bleau.info/ouest/312487.html	./bleau.info/ouest/312487.html	(from https://bleau.info/)
19:46:23	111458/111458	---M-Z	200	added ('OK')	text/html	etag:W/%22c8fbe3d9b7a52f6bb7f25c27cfd6a74e-gzip%22	https://bleau.info/ouest	./bleau.info/ouest.html	(from https://bleau.info/)
19:46:24	13440/13440	---M-Z	200	added ('OK')	text/html	etag:W/%22b3e08dab834cbf856eb9ec4775b03bca-gzip%22	https://bleau.info/germainest/312241.html	./bleau.info/germainest/312241.html	(from https://bleau.info/)
19:46:25	233402/233402	---M-Z	200	added ('OK')	text/html	etag:W/%22e59101fd7682574d647180e859da4601-gzip%22	https://bleau.info/germainest	./bleau.info/germainest.html	(from https://bleau.info/)
19:46:26	12545/12545	---M-Z	200	added ('OK')	text/html	etag:W/%22014e8ef407116fd63b12f0faa7c9e574-gzip%22	https://bleau.info/cuvier/301562.html	./bleau.info/cuvier/301562.html	(from https://bleau.info/)
19:46:28	238123/238123	---M--	200	added ('OK')	image/jpeg	etag:%226047b8f0-3a22b%22	https://bleau.info/images/arthur.delicque/CharlesAlbertdansBlial8CauCuvieren2019copy.jpg	./bleau.info/images/arthur.delicque/CharlesAlbertdansBlial8CauCuvieren2019copy.jpg	(from https://bleau.info/)
19:46:28	91776/91776	---M-Z	200	added ('OK')	text/html	etag:W/%22a243c2a62a9977a685216fac2e6bc6fc-gzip%22	https://bleau.info/profiles/charles.albert	./bleau.info/profiles/charles.html	(from https://bleau.info/)
19:46:29	29822/29822	---M-Z	200	added ('OK')	text/html	etag:W/%2228a01d4f93563e647e90071361fbbdf9-gzip%22	https://bleau.info/profiles/arthur.delicque	./bleau.info/profiles/arthur.html	(from https://bleau.info/)
19:46:30	6737/6737	---M-Z	200	added ('OK')	text/html	etag:W/%224c5ee9b727c5d5dab641dfff714936dc-gzip%22	https://bleau.info/copyright	./bleau.info/copyright.html	(from https://bleau.info/)
19:46:31	7547/7547	---M-Z	200	added ('OK')	text/html	etag:W/%224390822c71cedc716148ae805033655b-gzip%22	https://bleau.info/faq	./bleau.info/faq.html	(from https://bleau.info/)
19:46:32	8097/8097	---M-Z	200	added ('OK')	text/html	etag:W/%22c69b75303c9f02020131f85a41431af6-gzip%22	https://bleau.info/ticklist	./bleau.info/ticklist.html	(from https://bleau.info/)
19:46:33	10815/10815	---M-Z	200	added ('OK')	text/html	etag:W/%22d0ebef81e121909a93411916402363f2-gzip%22	https://bleau.info/privacy	./bleau.info/privacy.html	(from https://bleau.info/)
19:46:34	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22551561f7-4e58%22	https://bleau.info/assets/bootstrap/glyphicons-halflings-regular-13634da87d9e23f8c3ed9108ce1724d183a39ad072e73e1b3d8cbf646d2d0407.eot	./bleau.info/assets/bootstrap/glyphicons-halflings-regular-13634da87d9e23f8c3ed9108ce1724d183a39ad072e73e1b3d8cbf646d2d0407.eot	(from https://bleau.info/assets/application-76fcff443701170569e4b5f16dc2cc45b0c208a236474c507e9e3bd2d734d0e9.css)
19:46:35	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22551561f7-4e58%22	https://bleau.info/assets/bootstrap/glyphicons-halflings-regular-13634da87d9e23f8c3ed9108ce1724d183a39ad072e73e1b3d8cbf646d2d0407.eot?	./bleau.info/assets/bootstrap/glyphicons-halflings-regular-13634da87d9e23f8c3ed9108ce1724d183a39ad072e73e1b3d8cbf646d2d0407d41d.eot	(from https://bleau.info/assets/application-76fcff443701170569e4b5f16dc2cc45b0c208a236474c507e9e3bd2d734d0e9.css)
19:46:36	18028/18028	---M--	200	added ('OK')	font/woff2	etag:%22551561f7-466c%22	https://bleau.info/assets/bootstrap/glyphicons-halflings-regular-fe185d11a49676890d47bb783312a0cda5a44c4039214094e7957b4c040ef11c.woff2	./bleau.info/assets/bootstrap/glyphicons-halflings-regular-fe185d11a49676890d47bb783312a0cda5a44c4039214094e7957b4c040ef11c.woff2	(from https://bleau.info/assets/application-76fcff443701170569e4b5f16dc2cc45b0c208a236474c507e9e3bd2d734d0e9.css)
19:46:37	23424/23424	---M--	200	added ('OK')	font/woff	etag:%22551561f7-5b80%22	https://bleau.info/assets/bootstrap/glyphicons-halflings-regular-a26394f7ede100ca118eff2eda08596275a9839b959c226e15439557a5a80742.woff	./bleau.info/assets/bootstrap/glyphicons-halflings-regular-a26394f7ede100ca118eff2eda08596275a9839b959c226e15439557a5a80742.woff	(from https://bleau.info/assets/application-76fcff443701170569e4b5f16dc2cc45b0c208a236474c507e9e3bd2d734d0e9.css)
19:46:38	45404/45404	---M-Z	200	added ('OK')	application/octet-stream	etag:%22551561f7-5b40%22	https://bleau.info/assets/bootstrap/glyphicons-halflings-regular-e395044093757d82afcb138957d06a1ea9361bdcf0b442d06a18a8051af57456.ttf	./bleau.info/assets/bootstrap/glyphicons-halflings-regular-e395044093757d82afcb138957d06a1ea9361bdcf0b442d06a18a8051af57456.ttf	(from https://bleau.info/assets/application-76fcff443701170569e4b5f16dc2cc45b0c208a236474c507e9e3bd2d734d0e9.css)
19:46:39	108738/108738	---M-Z	200	added ('OK')	image/svg+xml	etag:%22551561f7-678c%22	https://bleau.info/assets/bootstrap/glyphicons-halflings-regular-42f60659d265c1a3c30f9fa42abcbb56bd4a53af4d83d316d6dd7a36903c43e5.svg	./bleau.info/assets/bootstrap/glyphicons-halflings-regular-42f60659d265c1a3c30f9fa42abcbb56bd4a53af4d83d316d6dd7a36903c43e5.svg	(from https://bleau.info/assets/application-76fcff443701170569e4b5f16dc2cc45b0c208a236474c507e9e3bd2d734d0e9.css)
19:46:40	2082/2082	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2267443ead-822%22	https://bleau.info/fonts/flexslider-icon.eot	./bleau.info/fonts/flexslider-icon.eot	(from https://bleau.info/assets/application-76fcff443701170569e4b5f16dc2cc45b0c208a236474c507e9e3bd2d734d0e9.css)
19:46:41	2082/2082	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2267443ead-822%22	https://bleau.info/fonts/flexslider-icon.eot?	./bleau.info/fonts/flexslider-icond41d.eot	(from https://bleau.info/assets/application-76fcff443701170569e4b5f16dc2cc45b0c208a236474c507e9e3bd2d734d0e9.css)
19:46:42	1268/1268	---M--	200	added ('OK')	font/woff	etag:%2267443ead-4f4%22	https://bleau.info/fonts/flexslider-icon.woff	./bleau.info/fonts/flexslider-icon.woff	(from https://bleau.info/assets/application-76fcff443701170569e4b5f16dc2cc45b0c208a236474c507e9e3bd2d734d0e9.css)
19:46:43	1892/1892	---M--	200	added ('OK')	font/ttf	etag:%2267443ead-764%22	https://bleau.info/fonts/flexslider-icon.ttf	./bleau.info/fonts/flexslider-icon.ttf	(from https://bleau.info/assets/application-76fcff443701170569e4b5f16dc2cc45b0c208a236474c507e9e3bd2d734d0e9.css)
19:46:44	2334/2334	---M--	200	added ('OK')	image/svg+xml	etag:%2267443ead-91e%22	https://bleau.info/fonts/flexslider-icon.svg	./bleau.info/fonts/flexslider-icon.svg	(from https://bleau.info/assets/application-76fcff443701170569e4b5f16dc2cc45b0c208a236474c507e9e3bd2d734d0e9.css)
19:46:45	678/678	---M-Z	200	added ('OK')	image/png	etag:%222a6-51f75bdb5db80-gzip%22	https://bleau.info/mapicons/massif.png	./bleau.info/mapicons/massif.png	(from https://bleau.info/assets/application-76fcff443701170569e4b5f16dc2cc45b0c208a236474c507e9e3bd2d734d0e9.css)
19:46:46	583/583	---M-Z	200	added ('OK')	image/png	etag:%22247-51f75bdb5db80-gzip%22	https://bleau.info/mapicons/parking.png	./bleau.info/mapicons/parking.png	(from https://bleau.info/assets/application-76fcff443701170569e4b5f16dc2cc45b0c208a236474c507e9e3bd2d734d0e9.css)
19:46:48	1362/1362	---MCZ	200	added ('OK')	image/png	etag:W/%2255049aee-552%22	https://bleau.info/assets/fancybox_sprite-b9d6fddb0988440902fcfc72f371ecfa80ee2eb36073f9eebc17449ee41c886f.png	./bleau.info/assets/fancybox_sprite-b9d6fddb0988440902fcfc72f371ecfa80ee2eb36073f9eebc17449ee41c886f.png	(from https://bleau.info/assets/application-76fcff443701170569e4b5f16dc2cc45b0c208a236474c507e9e3bd2d734d0e9.css)
19:46:49	6567/6567	---MCZ	200	added ('OK')	image/gif	etag:W/%2255049aee-19a7%22	https://bleau.info/assets/fancybox_loading-b8681cce947f5b28ed3181b11601e2470b40811722a49564d1271e7b40015064.gif	./bleau.info/assets/fancybox_loading-b8681cce947f5b28ed3181b11601e2470b40811722a49564d1271e7b40015064.gif	(from https://bleau.info/assets/application-76fcff443701170569e4b5f16dc2cc45b0c208a236474c507e9e3bd2d734d0e9.css)
19:46:50	43/43	---MCZ	200	added ('OK')	image/gif	etag:W/%2255049aee-2b%22	https://bleau.info/assets/blank-b1442e85b03bdcaf66dc58c7abb98745dd2687d86350be9a298a1d9382ac849b.gif	./bleau.info/assets/blank-b1442e85b03bdcaf66dc58c7abb98745dd2687d86350be9a298a1d9382ac849b.gif	(from https://bleau.info/assets/application-76fcff443701170569e4b5f16dc2cc45b0c208a236474c507e9e3bd2d734d0e9.css)
19:46:51	1003/1003	---MCZ	200	added ('OK')	image/png	etag:W/%2255049aee-3eb%22	https://bleau.info/assets/fancybox_overlay-a163bab86035b0ba62c98fbbd4d8b4f5edabbbb774eca0b5e9e5081b5711b2ab.png	./bleau.info/assets/fancybox_overlay-a163bab86035b0ba62c98fbbd4d8b4f5edabbbb774eca0b5e9e5081b5711b2ab.png	(from https://bleau.info/assets/application-76fcff443701170569e4b5f16dc2cc45b0c208a236474c507e9e3bd2d734d0e9.css)
19:46:52	6553/6553	---MCZ	200	added ('OK')	image/png	etag:W/%2255049aee-1999%22	https://bleau.info/assets/fancybox_sprite@2x-6ab68245606bbe6ad87ea3f6a044c93f6c21a07e70924b35b68bfb3786d94cf0.png	./bleau.info/assets/fancybox_sprite@2x-6ab68245606bbe6ad87ea3f6a044c93f6c21a07e70924b35b68bfb3786d94cf0.png	(from https://bleau.info/assets/application-76fcff443701170569e4b5f16dc2cc45b0c208a236474c507e9e3bd2d734d0e9.css)
19:46:53	13984/13984	---MCZ	200	added ('OK')	image/gif	etag:W/%2255049aee-36a0%22	https://bleau.info/assets/fancybox_loading@2x-73b27f9aeb7bc6ee3c4bd20742382f015efd89981a3706d2a29a50867849629c.gif	./bleau.info/assets/fancybox_loading@2x-73b27f9aeb7bc6ee3c4bd20742382f015efd89981a3706d2a29a50867849629c.gif	(from https://bleau.info/assets/application-76fcff443701170569e4b5f16dc2cc45b0c208a236474c507e9e3bd2d734d0e9.css)
19:46:54	1080/1080	---MCZ	200	added ('OK')	image/png	etag:W/%2255049aee-438%22	https://bleau.info/assets/fancybox_buttons-e31c3a8c15610109580e0f787dceb6e0a33c5f365d4cdbd4ee76f2b33aef5822.png	./bleau.info/assets/fancybox_buttons-e31c3a8c15610109580e0f787dceb6e0a33c5f365d4cdbd4ee76f2b33aef5822.png	(from https://bleau.info/assets/application-76fcff443701170569e4b5f16dc2cc45b0c208a236474c507e9e3bd2d734d0e9.css)
19:46:54	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2023%20Jun%202025%2017:46:54%20GMT	http://bleau.info/contribuer	./bleau.info/contribuer.42.delayed	(from https://bleau.info/?locale=fr)
19:46:55	7918/7918	---M-Z	200	added ('OK')	text/html	etag:W/%22a3baae3c9894589405fccc237b8db1fe-gzip%22	https://bleau.info/contribuer	./bleau.info/contribuer.html	(from https://bleau.info/?locale=fr)
19:46:56	8912/8912	---M-Z	200	added ('OK')	text/html	etag:W/%22210df4d8f7e6bb8eec5fc6311a1463f2-gzip%22	https://bleau.info/ouvertures	./bleau.info/ouvertures.html	(from https://bleau.info/?locale=fr)
19:46:57	9338/9338	---M-Z	200	added ('OK')	text/html	etag:W/%22619b1955d51ba2d2738a60bdb3c631dc-gzip%22	https://bleau.info/sponsoring?locale=fr.</p>	./bleau.info/sponsoring7024.html	(from https://bleau.info/?locale=fr)
19:46:58	11157/11157	---M-Z	200	added ('OK')	text/html	etag:W/%22da8313853aab9fca8c0146b2e0399917-gzip%22	https://bleau.info/ethics?locale=fr	./bleau.info/ethicsf9ce.html	(from https://bleau.info/?locale=fr)
19:46:59	33690/33690	---M-Z	200	added ('OK')	text/html	etag:W/%22930884160ec54c0cc4add0e0464e1864-gzip%22	https://bleau.info/canon/815.html	./bleau.info/canon/815.html	(from https://bleau.info/?locale=fr)
19:47:01	223741/223741	---M--	200	added ('OK')	image/jpeg	etag:%226047bf4e-369fd%22	https://bleau.info/images/arthur.delicque/MalysAgrapartdansDlivranceMarquisdeSade7AauRocherCanonen2020copy.jpg	./bleau.info/images/arthur.delicque/MalysAgrapartdansDlivranceMarquisdeSade7AauRocherCanonen2020copy.jpg	(from https://bleau.info/?locale=fr)
19:47:01	6492/6492	---M-Z	200	added ('OK')	text/html	etag:W/%22b125d30685d1f129a1455691b15cf280-gzip%22	https://bleau.info/profiles/maelys.agrapart	./bleau.info/profiles/maelys.html	(from https://bleau.info/?locale=fr)
19:47:02	109531/109531	---M-Z	200	added ('OK')	text/html	etag:W/%22b0ddf74ca13b109e2cc1cb9a6663cfbd-gzip%22	https://bleau.info/areas_by_region?locale=fr	./bleau.info/areas_by_regionf9ce.html	(from https://bleau.info/areas_by_region)
19:47:03	104016/104016	---M-Z	200	added ('OK')	text/html	etag:W/%220cdc9442578c191a4a018252f71332c7-gzip%22	https://bleau.info/areas_by_region?locale=en	./bleau.info/areas_by_region7038.html	(from https://bleau.info/areas_by_region)
19:47:04	102036/102036	---M-Z	200	added ('OK')	text/html	etag:W/%22c3db63c72cb8ac7b367ee939e932c02b-gzip%22	https://bleau.info/areas	./bleau.info/areas.html	(from https://bleau.info/areas_by_region)
19:47:06	454329/454329	---M-Z	200	added ('OK')	text/html	etag:W/%2226c5834f54c038df35ab2206ffe7fd0e-gzip%22	https://bleau.info/cuvier	./bleau.info/cuvier.html	(from https://bleau.info/areas_by_region)
19:47:06	1564/1564	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Jun%202025%2017:47:06%20GMT	https://bleau.info/toggle_favarea/24	./bleau.info/toggle_favarea/24	(from https://bleau.info/areas_by_region)
19:47:07	161994/161994	---M-Z	200	added ('OK')	text/html	etag:W/%22be0de2372e3af0aad03c0551fbcea4dc-gzip%22	https://bleau.info/bellevue	./bleau.info/bellevue.html	(from https://bleau.info/areas_by_region)
19:47:08	1564/1564	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Jun%202025%2017:47:08%20GMT	https://bleau.info/toggle_favarea/1048	./bleau.info/toggle_favarea/1048	(from https://bleau.info/areas_by_region)
19:47:09	69205/69205	---M-Z	200	added ('OK')	text/html	etag:W/%229739ecb2f951af5fdb563973f3b7a737-gzip%22	https://bleau.info/campchailly	./bleau.info/campchailly.html	(from https://bleau.info/areas_by_region)
19:47:10	1564/1564	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Jun%202025%2017:47:10%20GMT	https://bleau.info/toggle_favarea/1049	./bleau.info/toggle_favarea/1049	(from https://bleau.info/areas_by_region)
19:47:11	173196/173196	---M-Z	200	added ('OK')	text/html	etag:W/%22f7c8549b852b21291de8571e786fbdec-gzip%22	https://bleau.info/cuvierest	./bleau.info/cuvierest.html	(from https://bleau.info/areas_by_region)
19:47:12	1564/1564	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Jun%202025%2017:47:12%20GMT	https://bleau.info/toggle_favarea/121	./bleau.info/toggle_favarea/121	(from https://bleau.info/areas_by_region)
19:47:13	117606/117606	---M-Z	200	added ('OK')	text/html	etag:W/%220d244ce657086a7ba90a6d86c5f91e4a-gzip%22	https://bleau.info/merveille	./bleau.info/merveille.html	(from https://bleau.info/areas_by_region)
19:47:14	1564/1564	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Jun%202025%2017:47:14%20GMT	https://bleau.info/toggle_favarea/25	./bleau.info/toggle_favarea/25	(from https://bleau.info/areas_by_region)
19:47:15	169217/169217	---M-Z	200	added ('OK')	text/html	etag:W/%223d4456af4b74007cbab61c3755d5670f-gzip%22	https://bleau.info/cuvier.nord	./bleau.info/cuvier-2.html	(from https://bleau.info/areas_by_region)
19:47:16	1564/1564	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Jun%202025%2017:47:16%20GMT	https://bleau.info/toggle_favarea/1038	./bleau.info/toggle_favarea/1038	(from https://bleau.info/areas_by_region)
19:47:17	139388/139388	---M-Z	200	added ('OK')	text/html	etag:W/%22818ff834a8a286375234fe55085cfc8b-gzip%22	https://bleau.info/cuvierouest	./bleau.info/cuvierouest.html	(from https://bleau.info/areas_by_region)
19:47:18	1564/1564	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Jun%202025%2017:47:18%20GMT	https://bleau.info/toggle_favarea/198	./bleau.info/toggle_favarea/198	(from https://bleau.info/areas_by_region)
19:47:19	361245/361245	---M-Z	200	added ('OK')	text/html	etag:W/%22f61fc815ecfeedd290ccf87c524cc6b6-gzip%22	https://bleau.info/rempart	./bleau.info/rempart.html	(from https://bleau.info/areas_by_region)
19:47:20	1564/1564	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Jun%202025%2017:47:20%20GMT	https://bleau.info/toggle_favarea/26	./bleau.info/toggle_favarea/26	(from https://bleau.info/areas_by_region)
19:47:22	83957/83957	---M-Z	200	added ('OK')	text/html	etag:W/%225c6045f8ebb4993c74d07895c2e66283-gzip%22	https://bleau.info/sorcieres	./bleau.info/sorcieres.html	(from https://bleau.info/areas_by_region)
19:47:22	1564/1564	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Jun%202025%2017:47:22%20GMT	https://bleau.info/toggle_favarea/1047	./bleau.info/toggle_favarea/1047.5e.delayed	(from https://bleau.info/areas_by_region)
19:47:23	104741/104741	---M-Z	200	added ('OK')	text/html	etag:W/%220e9154b6eb0819917c38d49183f01edc-gzip%22	https://bleau.info/piat	./bleau.info/piat.html	(from https://bleau.info/areas_by_region)
19:47:24	1564/1564	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Jun%202025%2017:47:24%20GMT	https://bleau.info/toggle_favarea/54	./bleau.info/toggle_favarea/54	(from https://bleau.info/areas_by_region)
19:47:25	138407/138407	---M-Z	200	added ('OK')	text/html	etag:W/%22c4a61e6353f294b708aac17c0130c565-gzip%22	https://bleau.info/reconnaissance	./bleau.info/reconnaissance.html	(from https://bleau.info/areas_by_region)
19:47:26	1564/1564	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Jun%202025%2017:47:26%20GMT	https://bleau.info/toggle_favarea/56	./bleau.info/toggle_favarea/56	(from https://bleau.info/areas_by_region)
